Datetime,Clear Sky Surface Shortwave Downward Irradiance,All Sky Surface Shortwave Downward Irradiance,Temperature at 2 Meters (C),Wind Speed at 10 Meters (m/s),Relative Humidity at 2 Meters (%),Hour,Month,DayOfYear,Hour_Sin,Hour_Cos,Month_Sin,Month_Cos,Cloud_Effect,Lag_24h,Lag_48h,Rolling_Mean_24h,Fitted_SARIMAX,Residuals,Scaled_Residuals
2024-01-01 10:00:00,0.7534990828614723,662.53,0.31824747231584005,0.19052924791086348,0.5759760576792273,10,1,1,0.4999999999999999,-0.8660254037844387,0.4999999999999999,0.8660254037844387,93.32000000000004,676.67,693.08,198.45583333333332,646.3800910367509,16.149908963249118,0.573889580449996
2024-01-01 11:00:00,0.773137810032698,689.7,0.3428021184400577,0.20557103064066848,0.5731193034961231,11,1,1,0.258819045102521,-0.9659258262890682,0.4999999999999999,0.8660254037844387,85.84999999999991,736.62,747.6,196.50083333333336,669.537416829719,20.162583170281096,0.5821580079864468
2024-01-01 12:00:00,0.7482155674296196,666.08,0.35387578237843054,0.2217270194986072,0.5751598421983404,12,1,1,1.2246467991473532e-16,-1.0,0.4999999999999999,0.8660254037844387,84.46999999999991,720.38,742.65,194.23833333333332,658.9634119594278,7.116588040572196,0.5552757195659583
2024-01-01 13:00:00,0.6539596459047771,577.5,0.35243139142994695,0.2367688022284122,0.5786967759488505,13,1,1,-0.2588190451025208,-0.9659258262890684,0.4999999999999999,0.8660254037844387,78.5,622.28,651.38,192.3725,580.7712671360163,-3.271267136016263,0.5338707354194139
2024-01-01 14:00:00,0.49736821118111496,485.6,0.33702455464612424,0.25403899721448464,0.5857706434498707,14,1,1,-0.4999999999999997,-0.8660254037844388,0.4999999999999999,0.8660254037844387,13.319999999999991,478.67,500.6,192.66125,443.57324779108023,42.02675220891979,0.627210830122838
2024-01-01 15:00:00,0.29948560491267245,290.9,0.30909966297544533,0.26016713091922006,0.6127057543191403,15,1,1,-0.7071067811865471,-0.7071067811865479,0.4999999999999999,0.8660254037844387,9.52000000000004,287.0,298.48,192.82375,314.93616153684883,-24.03616153684885,0.4910830542380073
2024-01-01 16:00:00,0.10028710423478746,97.75,0.26047183437650456,0.23286908077994425,0.6918786559651748,16,1,1,-0.8660254037844384,-0.5000000000000004,0.4999999999999999,0.8660254037844387,2.8499999999999943,77.4,104.53,193.67166666666665,123.83641819261462,-26.086418192614616,0.48685834081382323
2024-01-01 17:00:00,0.0031402025679878776,3.12,0.19210399614829077,0.20389972144846794,0.778533532852673,17,1,1,-0.9659258262890684,-0.2588190451025206,0.4999999999999999,0.8660254037844387,0.0299999999999998,0.0,0.0,193.80166666666665,10.976691292376689,-7.856691292376689,0.524422112031471
2024-01-01 18:00:00,0.0,0.0,0.16754935002407312,0.2066852367688022,0.7887362263637601,18,1,1,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,0.0,0.0,0.0,193.80166666666665,-5.807332168782473,5.807332168782473,0.5525778959341282
2024-01-01 19:00:00,0.0,0.0,0.15166104959075588,0.20612813370473534,0.7899605495850905,19,1,1,-0.9659258262890684,0.2588190451025203,0.4999999999999999,0.8660254037844387,0.0,0.0,0.0,193.80166666666665,-5.078048951231523,5.078048951231523,0.5510751510994486
2024-01-01 20:00:00,0.0,0.0,0.13529128550794434,0.20389972144846794,0.7909128009794586,20,1,1,-0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387,0.0,0.0,0.0,193.80166666666665,-5.185443186268635,5.185443186268635,0.5512964452799431
2024-01-01 21:00:00,0.0,0.0,0.12132883967260477,0.20222841225626736,0.7921371242007891,21,1,1,-0.7071067811865477,0.7071067811865474,0.4999999999999999,0.8660254037844387,0.0,0.0,0.0,193.80166666666665,-5.179662710485868,5.179662710485868,0.5512845341596603
2024-01-01 22:00:00,0.0,0.0,0.10784785748675974,0.20055710306406682,0.7933614474221196,22,1,1,-0.5000000000000004,0.8660254037844384,0.4999999999999999,0.8660254037844387,0.0,0.0,0.0,193.80166666666665,-5.325534409488036,5.325534409488036,0.5515851141496093
2024-01-01 23:00:00,0.0,0.0,0.09629272989889259,0.19944289693593312,0.793905591076044,23,1,1,-0.2588190451025215,0.965925826289068,0.4999999999999999,0.8660254037844387,0.0,0.0,0.0,193.80166666666665,-5.321217896597336,5.321217896597336,0.5515762196388153
2024-01-02 00:00:00,0.0,0.0,0.08618199325950882,0.19777158774373255,0.7936335192490818,0,1,2,0.0,1.0,0.4999999999999999,0.8660254037844387,0.0,0.0,0.0,193.80166666666665,0.6294131343125571,-0.6294131343125571,0.5393144812228209
2024-01-02 01:00:00,0.0,0.0,0.0770341839191141,0.19442896935933143,0.7928173037681947,1,1,2,0.2588190451025207,0.9659258262890684,0.4999999999999999,0.8660254037844387,0.0,0.0,0.0,193.80166666666665,-4.219192320395095,4.219192320395095,0.549305410161142
2024-01-02 02:00:00,0.0,0.0,0.072701011073664,0.18830083565459607,0.7884641545367979,2,1,2,0.4999999999999999,0.8660254037844387,0.4999999999999999,0.8660254037844387,0.0,0.0,0.0,193.80166666666665,-1.617245817682658,1.617245817682658,0.54394389686567
2024-01-02 03:00:00,0.0,0.0,0.06644198363023601,0.18328690807799441,0.7873758672289486,3,1,2,0.7071067811865475,0.7071067811865476,0.4999999999999999,0.8660254037844387,0.0,0.0,0.0,193.80166666666665,-2.715619300596188,2.715619300596188,0.5462071809208555
2024-01-02 04:00:00,0.0,0.0,0.06162734713529139,0.17938718662952644,0.7871037954019862,4,1,2,0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387,0.0,0.0,0.0,193.80166666666665,-2.452755198025379,2.452755198025379,0.545665528977064
2024-01-02 05:00:00,0.0,0.0,0.05681271064034654,0.17604456824512532,0.7887362263637601,5,1,2,0.9659258262890684,0.2588190451025207,0.4999999999999999,0.8660254037844387,0.0,0.0,0.0,193.80166666666665,-2.6898959029540563,2.6898959029540563,0.5461541758577925
2024-01-02 06:00:00,0.0382107823590398,30.58,0.0943668753009147,0.16601671309192198,0.7841110053054006,6,1,2,1.0,6.123233995736766e-17,0.4999999999999999,0.8660254037844387,7.75,39.28,43.08,193.4391666666667,33.19709202377466,-2.61709202377466,0.5352187141569452
2024-01-02 07:00:00,0.21094186139245552,149.65,0.19210399614829077,0.20501392757660164,0.6683444429329344,7,1,2,0.9659258262890684,-0.2588190451025206,0.4999999999999999,0.8660254037844387,61.94999999999999,196.98,213.6,191.4670833333333,170.57978335809315,-20.929783358093147,0.497483988265206
2024-01-02 08:00:00,0.4167796474998006,296.1,0.25758305247953783,0.23899721448467962,0.5957012651339954,8,1,2,0.8660254037844387,-0.4999999999999998,0.4999999999999999,0.8660254037844387,121.97999999999996,382.77,400.38,187.85583333333335,309.65444048275475,-13.554440482754728,0.5126814563313516
2024-01-02 09:00:00,0.595222904537842,467.2,0.29658160808858935,0.2545961002785515,0.5676778669568766,9,1,2,0.7071067811865476,-0.7071067811865475,0.4999999999999999,0.8660254037844387,129.88000000000005,559.03,572.83,184.0295833333333,443.42029776828264,23.77970223171735,0.5896113633567356
