YEAR,MONTH,DAY,HOUR,Clear Sky Surface Shortwave Downward Irradiance,All Sky Surface Shortwave Downward Irradiance,Temperature at 2 Meters (C),Wind Speed at 10 Meters (m/s), Relative Humidity at 2 Meters (%)
2014,1,1,0,0,0,22.36,3.72,85.79
2014,1,1,1,0,0,22.47,3.61,84.42
2014,1,1,2,0,0,22.53,3.57,83.4
2014,1,1,3,0,0,22.42,3.59,83.27
2014,1,1,4,0,0,22.37,3.68,83.02
2014,1,1,5,0,0,22.38,3.78,82.79
2014,1,1,6,52.9,47.75,23.1,3.98,80.39
2014,1,1,7,260.85,207.27,25.08,5.21,69.64
2014,1,1,8,476.17,380.45,26.61,5.98,60.89
2014,1,1,9,655.08,524.53,27.66,6.26,56.9
2014,1,1,10,775.92,588.92,28.45,6.43,54.79
2014,1,1,11,806.4,580.6,28.84,6.66,53.79
2014,1,1,12,781.97,567.97,28.8,6.83,54.22
2014,1,1,13,685.35,429.85,28.57,6.95,55.3
2014,1,1,14,527.6,304.95,27.96,7.01,57.53
2014,1,1,15,325.15,192.48,27.13,7,60.75
2014,1,1,16,113.5,73.1,25.97,6.55,66.03
2014,1,1,17,3.55,2.92,24.57,5.33,74.08
2014,1,1,18,0,0,23.85,4.95,78.76
2014,1,1,19,0,0,23.3,4.56,81.94
2014,1,1,20,0,0,22.9,4.31,83.76
2014,1,1,21,0,0,22.57,4.1,85.1
2014,1,1,22,0,0,22.3,4.04,86.31
2014,1,1,23,0,0,22.06,4.08,87.07
2014,1,2,0,0,0,21.88,4.12,87.79
2014,1,2,1,0,0,21.68,4.23,88.44
2014,1,2,2,0,0,21.54,4.22,88.49
2014,1,2,3,0,0,21.4,4.16,88.13
2014,1,2,4,0,0,21.34,4.12,87.3
2014,1,2,5,0,0,21.32,4.08,86.35
2014,1,2,6,47.28,44.53,22.24,4.27,82.37
2014,1,2,7,245.18,214.48,24.35,5.44,71.58
2014,1,2,8,457.9,412.85,25.89,5.91,62.7
2014,1,2,9,636.05,554.7,26.98,5.96,57.84
2014,1,2,10,756.28,662.53,27.77,6,54.98
2014,1,2,11,759.78,694.6,28.26,6.07,53.46
2014,1,2,12,737.38,659.22,28.5,6.19,52.81
2014,1,2,13,643.25,528.7,28.43,6.35,53.11
2014,1,2,14,487.42,408.45,28.02,6.58,54.56
2014,1,2,15,292.12,225.35,27.21,6.66,57.53
2014,1,2,16,97.93,76.28,26,6.29,62.86
2014,1,2,17,3.38,3.08,24.59,5.35,71.04
2014,1,2,18,0,0,23.84,5.24,75.72
2014,1,2,19,0,0,23.47,5.36,77.58
2014,1,2,20,0,0,23.14,5.31,79.16
2014,1,2,21,0,0,22.84,5.09,80.94
2014,1,2,22,0,0,22.55,4.75,82.97
2014,1,2,23,0,0,22.42,4.56,84.18
2014,1,3,0,0,0,22.39,4.46,84.81
2014,1,3,1,0,0,22.35,4.43,85.26
2014,1,3,2,0,0,22.35,4.48,85.45
2014,1,3,3,0,0,22.36,4.4,85.71
2014,1,3,4,0,0,22.38,4.28,86.01
2014,1,3,5,0,0,22.39,4.17,86.49
2014,1,3,6,43.97,35.17,22.94,4.45,84.64
2014,1,3,7,236.7,168.95,24.38,5.39,77.64
2014,1,3,8,448.95,345.15,25.77,6.14,70.84
2014,1,3,9,627.88,524.42,27.06,6.49,64.84
2014,1,3,10,750.45,627,28.04,6.6,60.68
2014,1,3,11,770.6,681.75,28.64,6.71,58.36
2014,1,3,12,753.28,639.47,28.83,6.82,57.57
2014,1,3,13,664.05,584.72,28.67,6.87,57.76
2014,1,3,14,512.2,434.77,28.21,6.88,58.97
2014,1,3,15,315.88,251.65,27.42,6.75,61.38
2014,1,3,16,111.03,82.9,26.29,6.24,65.73
2014,1,3,17,3.83,3.47,24.72,4.84,74.3
2014,1,3,18,0,0,23.98,4.46,78.81
2014,1,3,19,0,0,23.49,4.24,81.01
2014,1,3,20,0,0,23.09,4.03,82.55
2014,1,3,21,0,0,22.82,3.89,83.15
2014,1,3,22,0,0,22.56,3.83,83.68
2014,1,3,23,0,0,22.41,3.9,83.76
2014,1,4,0,0,0,22.31,3.91,83.62
2014,1,4,1,0,0,22.26,3.86,83.45
2014,1,4,2,0,0,22.15,3.85,83.25
2014,1,4,3,0,0,22,3.9,83.11
2014,1,4,4,0,0,21.84,3.97,83.16
2014,1,4,5,0,0,21.7,4.01,83.31
2014,1,4,6,44.58,31.25,22.5,4.22,80.12
2014,1,4,7,238.85,145.7,24.62,5.38,69.29
2014,1,4,8,450.88,289.3,26.01,5.95,62.97
2014,1,4,9,629.33,448.77,27.12,6.07,59.07
2014,1,4,10,750.38,542.05,27.94,6.2,56.22
2014,1,4,11,764.75,519.65,28.5,6.41,54.15
2014,1,4,12,742.92,501.92,28.73,6.55,53.07
2014,1,4,13,647.8,448.35,28.59,6.58,53.25
2014,1,4,14,491.3,291.42,28.09,6.56,54.72
2014,1,4,15,294.3,181.43,27.27,6.5,57.54
2014,1,4,16,99.5,32.47,26.03,6.11,63.29
2014,1,4,17,3.62,2.7,24.27,4.76,73.9
2014,1,4,18,0,0,23.65,4.57,78.68
2014,1,4,19,0,0,23.29,4.29,81.35
2014,1,4,20,0,0,22.93,3.98,83.55
2014,1,4,21,0,0,22.65,3.74,85.01
2014,1,4,22,0,0,22.48,3.57,85.79
2014,1,4,23,0,0,22.31,3.43,86.21
2014,1,5,0,0,0,22.14,3.35,86.63
2014,1,5,1,0,0,22,3.38,86.96
2014,1,5,2,0,0,21.87,3.39,87.65
2014,1,5,3,0,0,21.8,3.42,88.41
2014,1,5,4,0,0,21.74,3.54,89.07
2014,1,5,5,0,0,21.62,3.64,89.91
2014,1,5,6,38.95,32.55,22.37,4.11,86.96
2014,1,5,7,220.65,169.75,24.03,5.05,78.52
2014,1,5,8,432.98,347.7,25.41,5.74,71.25
2014,1,5,9,615.47,436.17,26.38,5.99,66.47
2014,1,5,10,741.75,566.47,27.02,6.03,63.29
2014,1,5,11,760.83,547.28,27.3,5.95,61.53
2014,1,5,12,746.83,526.12,27.36,5.8,60.97
2014,1,5,13,661.1,459.48,27.21,5.67,61.32
2014,1,5,14,512.62,358.58,26.87,5.57,62.34
2014,1,5,15,319.77,238.6,26.28,5.43,64.64
2014,1,5,16,116.25,85.38,25.3,4.81,69.9
2014,1,5,17,4.35,3.95,23.85,3.78,79.23
2014,1,5,18,0,0,23.38,3.83,82.25
2014,1,5,19,0,0,23.11,3.84,83.73
2014,1,5,20,0,0,22.83,3.74,85.2
2014,1,5,21,0,0,22.55,3.67,86.53
2014,1,5,22,0,0,22.3,3.6,87.58
2014,1,5,23,0,0,22.06,3.57,88.47
2014,1,6,0,0,0,21.84,3.53,89.25
2014,1,6,1,0,0,21.57,3.5,90.42
2014,1,6,2,0,0,21.37,3.44,91.19
2014,1,6,3,0,0,21.2,3.38,91.66
2014,1,6,4,0,0,21.06,3.38,92.06
2014,1,6,5,0,0,20.92,3.4,92.54
2014,1,6,6,45.22,42.08,21.83,3.58,88.58
2014,1,6,7,243.18,196.85,24.06,4.58,77.19
2014,1,6,8,457.45,385.23,25.81,5.12,68.53
2014,1,6,9,637.58,531.78,27.01,5.41,62.81
2014,1,6,10,760.53,635.45,27.98,5.72,58.43
2014,1,6,11,801.05,654.6,28.61,6.01,55.37
2014,1,6,12,783.28,686.45,28.86,6.24,53.72
2014,1,6,13,692.65,594.28,28.71,6.47,53.54
2014,1,6,14,538.55,470.98,28.22,6.74,54.7
2014,1,6,15,338.02,281.73,27.35,6.87,57.91
2014,1,6,16,124.65,106.53,26.04,6.56,64.18
2014,1,6,17,4.75,4.7,24.24,5.22,75.07
2014,1,6,18,0,0,23.52,4.89,80.61
2014,1,6,19,0,0,23.12,4.64,83.33
2014,1,6,20,0,0,22.79,4.37,85.18
2014,1,6,21,0,0,22.5,4.15,86.45
2014,1,6,22,0,0,22.3,4.02,87.15
2014,1,6,23,0,0,22.14,3.87,87.57
2014,1,7,0,0,0,21.98,3.72,87.86
2014,1,7,1,0,0,21.83,3.64,88.11
2014,1,7,2,0,0,21.72,3.6,88.31
2014,1,7,3,0,0,21.61,3.57,88.5
2014,1,7,4,0,0,21.6,3.62,88.3
2014,1,7,5,0,0,21.71,3.7,87.54
2014,1,7,6,46.67,44.1,22.53,4.04,84.13
2014,1,7,7,251.15,224.15,24.51,5.21,73.87
2014,1,7,8,469.05,420.38,26.01,5.64,66.94
2014,1,7,9,651.15,594.95,27.13,5.81,62.63
2014,1,7,10,775.47,693.08,28.05,6.02,59.11
2014,1,7,11,805.38,742,28.68,6.23,56.48
2014,1,7,12,787.72,706.22,28.94,6.47,55.16
2014,1,7,13,696.33,603.62,28.8,6.69,55.04
2014,1,7,14,540.55,480.15,28.28,6.92,56.37
2014,1,7,15,338.7,297.62,27.41,7.02,59.54
2014,1,7,16,125.05,111.15,26.17,6.67,65.11
2014,1,7,17,4.97,4.93,24.45,5.27,74.94
2014,1,7,18,0,0,23.76,4.95,79.61
2014,1,7,19,0,0,23.3,4.62,82.15
2014,1,7,20,0,0,22.97,4.36,83.91
2014,1,7,21,0,0,22.7,4.19,85.05
2014,1,7,22,0,0,22.5,4.09,85.65
2014,1,7,23,0,0,22.31,4.01,86.01
2014,1,8,0,0,0,22.22,4,85.89
2014,1,8,1,0,0,22.23,4,85.42
2014,1,8,2,0,0,22.25,3.99,84.92
2014,1,8,3,0,0,22.2,4.01,84.84
2014,1,8,4,0,0,22.14,4.06,84.94
2014,1,8,5,0,0,22.24,4.12,84.49
2014,1,8,6,40.3,37.58,22.99,4.42,81.54
2014,1,8,7,226.55,197.75,24.7,5.51,72.94
2014,1,8,8,435.02,382.65,26.07,6.11,66.25
2014,1,8,9,610.85,564.15,27.24,6.25,61.98
2014,1,8,10,729.58,669.58,28.13,6.34,59.18
2014,1,8,11,785.75,731.42,28.71,6.5,57.23
2014,1,8,12,759.47,707.67,28.91,6.75,56.58
2014,1,8,13,660.03,603.62,28.71,7.01,57.26
2014,1,8,14,506.12,468.77,28.18,7.16,58.9
2014,1,8,15,311.83,291.85,27.33,7.12,61.77
2014,1,8,16,111.5,106.62,26.17,6.74,66.48
2014,1,8,17,4.85,4.93,24.78,5.46,73.99
2014,1,8,18,0,0,24.27,5.09,77.45
2014,1,8,19,0,0,23.84,4.63,79.81
2014,1,8,20,0,0,23.54,4.34,81.52
2014,1,8,21,0,0,23.4,4.17,82.21
2014,1,8,22,0,0,23.12,3.92,83.3
2014,1,8,23,0,0,22.93,3.77,83.71
2014,1,9,0,0,0,22.72,3.6,84.26
2014,1,9,1,0,0,22.59,3.47,84.12
2014,1,9,2,0,0,22.34,3.36,84.18
2014,1,9,3,0,0,22.24,3.27,83.98
2014,1,9,4,0,0,22.18,3.2,84.03
2014,1,9,5,0,0,22.07,3.17,84.47
2014,1,9,6,38.88,36.53,22.83,3.05,82.52
2014,1,9,7,222.65,197,24.97,3.93,70.21
2014,1,9,8,432.45,384.62,26.35,4.2,62.96
2014,1,9,9,615.75,557.85,27.37,4.38,59.51
2014,1,9,10,745.03,683.35,28.27,4.71,56.84
2014,1,9,11,781.12,735.4,28.85,5.07,54.97
2014,1,9,12,763.38,708.45,29.06,5.34,54.11
2014,1,9,13,672.58,631.2,28.97,5.56,54.25
2014,1,9,14,518.4,477.5,28.48,5.76,56.03
2014,1,9,15,319.73,294.65,27.63,5.86,59.52
2014,1,9,16,115.43,106.88,26.39,5.7,65.23
2014,1,9,17,5.18,4.97,24.68,4.6,75.53
2014,1,9,18,0,0,23.94,4.4,81.12
2014,1,9,19,0,0,23.51,4.14,84.36
2014,1,9,20,0,0,23.08,3.84,86.95
2014,1,9,21,0,0,22.75,3.59,88.52
2014,1,9,22,0,0,22.49,3.41,89.37
2014,1,9,23,0,0,22.27,3.32,89.96
2014,1,10,0,0,0,22.13,3.24,90.08
2014,1,10,1,0,0,22.03,3.17,89.99
2014,1,10,2,0,0,21.94,3.1,89.73
2014,1,10,3,0,0,21.81,3.05,89.37
2014,1,10,4,0,0,21.65,2.97,89.36
2014,1,10,5,0,0,21.54,2.89,89.28
2014,1,10,6,34.62,34.05,22.49,2.74,85.32
2014,1,10,7,205.45,192.3,24.64,3.47,72.91
2014,1,10,8,421.65,382.75,26.01,3.67,66.01
2014,1,10,9,604.8,573.4,27.09,3.83,61.45
2014,1,10,10,730.83,698.85,27.97,4.08,57.87
2014,1,10,11,799.67,765.83,28.53,4.37,55.17
2014,1,10,12,784.05,737.92,28.82,4.67,53.25
2014,1,10,13,693.58,648.22,28.77,4.96,52.63
2014,1,10,14,540.65,506.45,28.28,5.23,54.15
2014,1,10,15,340.05,320.23,27.41,5.45,57.5
2014,1,10,16,127.68,122.57,26.05,5.45,63.55
2014,1,10,17,5.82,5.7,24.15,4.5,74.18
2014,1,10,18,0,0,23.29,4.34,79.2
2014,1,10,19,0,0,22.76,4.06,82.15
2014,1,10,20,0,0,22.27,3.83,84.74
2014,1,10,21,0,0,21.85,3.7,86.63
2014,1,10,22,0,0,21.47,3.57,88.21
2014,1,10,23,0,0,21.13,3.46,89.45
2014,1,11,0,0,0,20.8,3.35,90.91
2014,1,11,1,0,0,20.57,3.21,91.88
2014,1,11,2,0,0,20.54,3.04,91.94
2014,1,11,3,0,0,20.67,2.82,91.01
2014,1,11,4,0,0,20.76,2.57,90.36
2014,1,11,5,0,0,20.94,2.28,88.86
2014,1,11,6,41,39.45,21.8,1.92,85.68
2014,1,11,7,239.8,218.07,23.71,2.17,74.15
2014,1,11,8,460.23,423.8,25.2,2.27,66.77
2014,1,11,9,647.45,599.92,26.52,2.38,61.15
2014,1,11,10,776.92,744.4,27.66,2.66,56.34
2014,1,11,11,844.3,798.22,28.5,2.99,52.64
2014,1,11,12,829.2,785.9,28.95,3.33,50.14
2014,1,11,13,740.38,700.53,29.02,3.72,49.37
2014,1,11,14,585.97,561.15,28.68,4.14,50.28
2014,1,11,15,381.4,364.58,27.9,4.45,52.87
2014,1,11,16,154.57,147.82,26.56,4.56,58.77
2014,1,11,17,7.22,7.18,24.37,3.81,71.67
2014,1,11,18,0,0,23.49,3.98,77.08
2014,1,11,19,0,0,22.94,3.73,80.33
2014,1,11,20,0,0,22.46,3.46,82.98
2014,1,11,21,0,0,22.07,3.29,84.97
2014,1,11,22,0,0,21.73,3.17,86.61
2014,1,11,23,0,0,21.47,3.07,87.72
2014,1,12,0,0,0,21.27,2.92,88.68
2014,1,12,1,0,0,21.13,2.75,89.53
2014,1,12,2,0,0,21.07,2.56,89.82
2014,1,12,3,0,0,21.09,2.41,89.61
2014,1,12,4,0,0,21.03,2.31,89.62
2014,1,12,5,0,0,20.96,2.26,89.64
2014,1,12,6,48.78,45.72,21.85,2.15,86.45
2014,1,12,7,263.55,231.77,24.21,2.63,73.97
2014,1,12,8,487.52,437,25.82,2.85,66.77
2014,1,12,9,673.95,616.5,27.08,3.02,61.8
2014,1,12,10,801.85,755.12,28.12,3.32,57.91
2014,1,12,11,852.67,808.97,28.86,3.69,54.39
2014,1,12,12,836.03,793.72,29.25,4.13,52.08
2014,1,12,13,745.1,699.22,29.23,4.62,51.41
2014,1,12,14,588.42,551.28,28.84,5.16,52.36
2014,1,12,15,381.62,354.38,28,5.59,55.45
2014,1,12,16,153.82,143.57,26.58,5.71,62.12
2014,1,12,17,7.43,7.3,24.5,4.68,74.39
2014,1,12,18,0,0,23.56,4.46,81.31
2014,1,12,19,0,0,23,4.11,85.25
2014,1,12,20,0,0,22.51,3.85,88.3
2014,1,12,21,0,0,22.11,3.83,90.69
2014,1,12,22,0,0,21.88,3.9,92.23
2014,1,12,23,0,0,21.65,3.93,93.56
2014,1,13,0,0,0,21.43,3.81,94.6
2014,1,13,1,0,0,21.33,3.68,94.88
2014,1,13,2,0,0,21.45,3.51,94.1
2014,1,13,3,0,0,21.48,3.35,93.94
2014,1,13,4,0,0,21.43,3.23,93.77
2014,1,13,5,0,0,21.47,3.16,92.99
2014,1,13,6,46.85,39.8,22.5,3.29,87.87
2014,1,13,7,257.45,212.27,24.57,4.31,76.3
2014,1,13,8,478.95,402.05,26.07,4.66,68.5
2014,1,13,9,664.03,606.75,27.31,4.83,62.97
2014,1,13,10,791.22,674.2,28.38,5.05,57.71
2014,1,13,11,835.42,783.12,29.06,5.26,54.3
2014,1,13,12,818.47,685.92,29.32,5.48,52.33
2014,1,13,13,727.4,634.95,29.26,5.76,51.59
2014,1,13,14,571.03,508.12,28.83,6.09,52.51
2014,1,13,15,365.73,332.67,27.95,6.37,55.6
2014,1,13,16,143.27,127.22,26.57,6.43,61.74
2014,1,13,17,7.03,6.9,24.76,5.51,72.15
2014,1,13,18,0,0,23.98,5.25,78.13
2014,1,13,19,0,0,23.52,4.88,81.32
2014,1,13,20,0,0,23.11,4.47,83.49
2014,1,13,21,0,0,22.71,4.04,85.51
2014,1,13,22,0,0,22.37,3.74,86.86
2014,1,13,23,0,0,22.1,3.54,87.6
2014,1,14,0,0,0,21.87,3.41,88.05
2014,1,14,1,0,0,21.66,3.33,88.45
2014,1,14,2,0,0,21.47,3.26,88.76
2014,1,14,3,0,0,21.3,3.19,88.94
2014,1,14,4,0,0,21.17,3.1,89.05
2014,1,14,5,0,0,21.07,3.02,89.09
2014,1,14,6,40.42,38.9,22.15,2.93,84.73
2014,1,14,7,237.52,213.25,24.53,3.82,71.8
2014,1,14,8,456.05,418.6,26.11,4.17,63.87
2014,1,14,9,641.25,590.65,27.33,4.32,58.16
2014,1,14,10,769.7,726.05,28.36,4.51,53.69
2014,1,14,11,817.38,787.6,29,4.76,50.84
2014,1,14,12,802.25,772.65,29.28,5.06,49.22
2014,1,14,13,713.88,685.08,29.15,5.42,49.26
2014,1,14,14,560.85,541.6,28.65,5.77,50.61
2014,1,14,15,359.58,342.77,27.79,5.91,53.57
2014,1,14,16,141.7,133.32,26.46,5.81,59.05
2014,1,14,17,7.25,7.05,24.65,4.78,69.18
2014,1,14,18,0,0,23.87,4.5,74.98
2014,1,14,19,0,0,23.43,4.22,78.44
2014,1,14,20,0,0,23.03,3.92,81.01
2014,1,14,21,0,0,22.71,3.73,82.76
2014,1,14,22,0,0,22.43,3.59,84.1
2014,1,14,23,0,0,22.19,3.49,85.13
2014,1,15,0,0,0,21.99,3.43,85.88
2014,1,15,1,0,0,21.82,3.39,86.47
2014,1,15,2,0,0,21.68,3.32,86.81
2014,1,15,3,0,0,21.61,3.17,86.75
2014,1,15,4,0,0,21.62,2.94,86.38
2014,1,15,5,0,0,21.7,2.69,85.73
2014,1,15,6,40.35,37,22.69,2.41,83.13
2014,1,15,7,238.3,201.98,24.91,3.14,71.14
2014,1,15,8,456.35,409.25,26.38,3.46,64.31
2014,1,15,9,640.88,588.67,27.52,3.58,59.35
2014,1,15,10,769.03,709.38,28.47,3.71,55.17
2014,1,15,11,787.22,744.67,29.11,3.8,51.99
2014,1,15,12,774.08,735.15,29.4,4.01,50.25
2014,1,15,13,687.22,658.2,29.34,4.35,50.1
2014,1,15,14,536.33,515.62,28.92,4.69,51.39
2014,1,15,15,339.1,325.33,28.04,4.85,54.52
2014,1,15,16,130.45,124.97,26.85,4.76,59.78
2014,1,15,17,7,6.9,25.09,3.9,70.39
2014,1,15,18,0,0,24.31,3.95,76.02
2014,1,15,19,0,0,23.81,3.83,79.9
2014,1,15,20,0,0,23.38,3.67,82.68
2014,1,15,21,0,0,22.97,3.51,84.96
2014,1,15,22,0,0,22.62,3.4,86.68
2014,1,15,23,0,0,22.34,3.29,87.91
2014,1,16,0,0,0,22.09,3.16,88.87
2014,1,16,1,0,0,21.9,3.02,89.44
2014,1,16,2,0,0,21.74,2.93,90.12
2014,1,16,3,0,0,21.65,2.85,90.57
2014,1,16,4,0,0,21.84,2.69,89.52
2014,1,16,5,0,0,21.96,2.45,88.52
2014,1,16,6,36.28,35.65,22.8,2.18,85.63
2014,1,16,7,220.73,205.32,24.61,2.67,75.01
2014,1,16,8,435.08,397.62,25.96,2.82,68.21
2014,1,16,9,619.08,566.55,27.17,2.96,62.88
2014,1,16,10,746.72,677.22,28.18,3.4,58.77
2014,1,16,11,784.28,739.33,28.81,3.84,56.07
2014,1,16,12,767.45,730.3,28.98,4.25,55.05
2014,1,16,13,675.67,656.65,28.74,4.59,55.64
2014,1,16,14,519.78,493.75,28.1,4.82,57.89
2014,1,16,15,327.3,306.23,27.19,4.93,61.56
2014,1,16,16,124.5,114.22,26.14,4.98,66.42
2014,1,16,17,7.18,6.88,24.78,4.41,74.55
2014,1,16,18,0,0,24.01,4.21,80.1
2014,1,16,19,0,0,23.62,4.08,83.11
2014,1,16,20,0,0,23.28,3.95,85.14
2014,1,16,21,0,0,22.95,3.84,86.89
2014,1,16,22,0,0,22.66,3.79,88.09
2014,1,16,23,0,0,22.47,3.75,88.6
2014,1,17,0,0,0,22.35,3.66,88.43
2014,1,17,1,0,0,22.26,3.56,87.97
2014,1,17,2,0,0,22.09,3.49,87.65
2014,1,17,3,0,0,21.9,3.44,87.47
2014,1,17,4,0,0,21.72,3.39,87.25
2014,1,17,5,0,0,21.54,3.35,87.11
2014,1,17,6,34.5,31.75,22.4,3.25,83.76
2014,1,17,7,211.02,189.62,24.48,4.11,71.83
2014,1,17,8,421.48,376.7,25.81,4.37,65.2
2014,1,17,9,602.8,571.47,26.94,4.67,60.35
2014,1,17,10,728.65,692.15,27.88,5.08,56.64
2014,1,17,11,779.05,752.35,28.45,5.48,54.32
2014,1,17,12,764.12,731.92,28.6,5.85,53.36
2014,1,17,13,675.53,636.62,28.38,6.12,53.86
2014,1,17,14,523.45,491,27.83,6.26,55.75
2014,1,17,15,327.6,309.65,26.95,6.34,59.21
2014,1,17,16,125.45,120.82,25.68,6.19,64.96
2014,1,17,17,7.43,7.62,24.05,5.06,74.37
2014,1,17,18,0,0,23.23,4.47,80.49
2014,1,17,19,0,0,22.75,4.08,84.02
2014,1,17,20,0,0,22.35,3.78,86.11
2014,1,17,21,0,0,22.08,3.63,86.86
2014,1,17,22,0,0,21.83,3.54,87.36
2014,1,17,23,0,0,21.78,3.45,86.97
2014,1,18,0,0,0,21.72,3.3,86.64
2014,1,18,1,0,0,21.6,3.26,86.32
2014,1,18,2,0,0,21.38,3.38,86.35
2014,1,18,3,0,0,21.24,3.53,86.28
2014,1,18,4,0,0,21.15,3.65,85.85
2014,1,18,5,0,0,21.08,3.72,85.32
2014,1,18,6,35.12,32.78,22.22,3.69,81.07
2014,1,18,7,216.95,190.75,24.72,5.03,67.74
2014,1,18,8,435.55,386.9,26.14,5.24,61.2
2014,1,18,9,624.88,574.35,27.31,5.01,56.54
2014,1,18,10,757.55,719.25,28.23,4.81,53.21
2014,1,18,11,828.9,793.55,28.85,4.74,50.59
2014,1,18,12,816.92,733.28,29.15,4.83,48.58
2014,1,18,13,730.47,709.25,29.09,5.02,47.94
2014,1,18,14,578.65,548.1,28.64,5.3,48.86
2014,1,18,15,377.4,348.75,27.81,5.53,51.8
2014,1,18,16,156.8,145.95,26.52,5.42,57.52
2014,1,18,17,9.4,9.25,24.47,4.22,69.61
2014,1,18,18,0,0,23.66,4.1,75.89
2014,1,18,19,0,0,23.14,3.79,80.19
2014,1,18,20,0,0,22.68,3.45,83.89
2014,1,18,21,0,0,22.31,3.23,86.88
2014,1,18,22,0,0,22.07,3.04,89.22
2014,1,18,23,0,0,21.93,2.9,91.09
2014,1,19,0,0,0,21.85,2.9,92.76
2014,1,19,1,0,0,22.03,3.05,92.83
2014,1,19,2,0,0,22.26,3.36,92.52
2014,1,19,3,0,0,22.52,3.86,91.78
2014,1,19,4,0,0,22.75,4.23,90.91
2014,1,19,5,0,0,22.98,4.66,89.9
2014,1,19,6,43.62,38.2,23.73,5.46,85.96
2014,1,19,7,251.2,199.9,25.23,6.47,77.23
2014,1,19,8,472.35,398.25,26.72,7.06,68.06
2014,1,19,9,657.25,520.1,27.82,7.06,62.31
2014,1,19,10,785.15,661.78,28.61,6.87,58.42
2014,1,19,11,827.95,643.2,28.93,6.73,56.76
2014,1,19,12,813.72,752.35,29.01,6.72,56.02
2014,1,19,13,726.4,659.42,28.81,6.78,56.32
2014,1,19,14,573.67,523.95,28.26,6.85,57.96
2014,1,19,15,371.95,325.25,27.3,6.86,61.4
2014,1,19,16,151.93,130.18,26.13,6.64,66.48
2014,1,19,17,9.27,8.15,24.77,5.53,74.07
2014,1,19,18,0,0,23.99,4.74,79.92
2014,1,19,19,0,0,23.6,4.41,82.98
2014,1,19,20,0,0,23.31,4.09,85.08
2014,1,19,21,0,0,23.11,3.79,86.45
2014,1,19,22,0,0,22.96,3.55,87.31
2014,1,19,23,0,0,22.91,3.38,87.52
2014,1,20,0,0,0,22.76,3.3,87.92
2014,1,20,1,0,0,22.64,3.29,88.11
2014,1,20,2,0,0,22.51,3.33,88.2
2014,1,20,3,0,0,22.42,3.39,88.23
2014,1,20,4,0,0,22.34,3.43,88.17
2014,1,20,5,0,0,22.29,3.44,88.1
2014,1,20,6,38.5,37.67,23.18,3.79,84.34
2014,1,20,7,234.93,214.12,24.77,4.78,75.3
2014,1,20,8,459.6,411.67,26.05,4.99,68.03
2014,1,20,9,647.53,590.7,27.08,5.07,62.59
2014,1,20,10,782.03,739.9,28,5.28,58.13
2014,1,20,11,846.22,811.53,28.62,5.64,55.11
2014,1,20,12,835.75,787.38,28.83,6.01,53.61
2014,1,20,13,750.47,685.47,28.74,6.32,53.19
2014,1,20,14,598.5,538.88,28.34,6.62,53.71
2014,1,20,15,395.7,329.1,27.56,6.81,55.78
2014,1,20,16,169.55,137.57,26.33,6.66,60.65
2014,1,20,17,10.85,9.62,24.66,5.28,69.75
2014,1,20,18,0,0,23.86,4.72,75.8
2014,1,20,19,0,0,23.38,4.34,79.27
2014,1,20,20,0,0,23.05,4.13,81.36
2014,1,20,21,0,0,22.8,3.97,82.66
2014,1,20,22,0,0,22.59,3.81,83.32
2014,1,20,23,0,0,22.39,3.73,83.75
2014,1,21,0,0,0,22.25,3.67,83.93
2014,1,21,1,0,0,22.11,3.66,83.94
2014,1,21,2,0,0,21.97,3.62,83.77
2014,1,21,3,0,0,21.82,3.6,83.63
2014,1,21,4,0,0,21.71,3.62,83.54
2014,1,21,5,0,0,21.62,3.68,83.62
2014,1,21,6,44.65,40.72,22.81,3.75,79.56
2014,1,21,7,257.5,211.2,25.32,5.21,66.51
2014,1,21,8,484.17,414.15,26.66,5.66,60.83
2014,1,21,9,673.5,517.92,27.66,5.84,57.06
2014,1,21,10,804.83,687.15,28.48,6.09,54.28
2014,1,21,11,842.85,779.95,28.95,6.44,52.4
2014,1,21,12,831.28,646,29.08,6.78,51.14
2014,1,21,13,744.62,690.67,28.79,7.11,51.34
2014,1,21,14,591.1,555.55,28.12,7.37,53.3
2014,1,21,15,386.77,364.15,27.16,7.4,56.55
2014,1,21,16,161.98,153.82,25.92,7.14,61.67
2014,1,21,17,10.6,10.57,24.4,5.91,69.65
2014,1,21,18,0,0,23.68,5.35,74.56
2014,1,21,19,0,0,23.36,5.11,76.59
2014,1,21,20,0,0,23.22,4.83,77.3
2014,1,21,21,0,0,23.05,4.5,78.16
2014,1,21,22,0,0,22.86,4.25,78.8
2014,1,21,23,0,0,22.61,4.04,79.55
2014,1,22,0,0,0,22.35,3.89,80.2
2014,1,22,1,0,0,22.12,3.77,80.66
2014,1,22,2,0,0,21.89,3.73,80.83
2014,1,22,3,0,0,21.7,3.72,80.9
2014,1,22,4,0,0,21.56,3.72,81.01
2014,1,22,5,0,0,21.48,3.74,81.04
2014,1,22,6,36.7,35.58,22.61,3.67,77.93
2014,1,22,7,223.6,209.88,25.23,5.1,64.34
2014,1,22,8,438.42,411.38,26.59,5.57,58.48
2014,1,22,9,622.72,596,27.66,5.54,54.96
2014,1,22,10,753.4,734.03,28.54,5.57,52.22
