YEAR,MONTH,DAY,HOUR,Clear Sky Surface Shortwave Downward Irradiance,All Sky Surface Shortwave Downward Irradiance,Temperature at 2 Meters (C),Wind Speed at 10 Meters (m/s), Relative Humidity at 2 Meters (%)
2021,7,1,21,0,0,28.38,4.29,89.17
2021,7,1,22,0,0,28.17,4.43,89.94
2021,7,1,23,0,0,27.92,4.62,90.27
2021,7,2,0,0,0,27.64,4.64,90.72
2021,7,2,1,0,0,27.38,4.76,90.75
2021,7,2,2,0,0,27.17,4.71,91.14
2021,7,2,3,0,0,27.02,4.4,91.59
2021,7,2,4,0,0,26.91,3.84,92.09
2021,7,2,5,17.65,16.8,26.94,3.47,91.81
2021,7,2,6,155.6,134.9,27.41,3.72,88.58
2021,7,2,7,362.5,281.27,28.04,3.51,84.62
2021,7,2,8,568.7,485.98,28.98,3.23,78.32
2021,7,2,9,738.1,667.08,30,2.97,71.3
2021,7,2,10,855.03,806.12,30.97,2.46,66.13
2021,7,2,11,948.08,880.38,31.6,1.77,64.3
2021,7,2,12,927.15,858.55,32.04,1.19,61.56
2021,7,2,13,837.12,769.03,32.16,1.29,61.39
2021,7,2,14,686.1,562.2,31.81,1.71,63.24
2021,7,2,15,488.3,396.23,31.36,1.65,65.59
2021,7,2,16,268.33,201.9,30.91,1.41,69.34
2021,7,2,17,68.85,46.75,30.2,1.51,74.79
2021,7,2,18,0,0,29.47,1.6,80.82
2021,7,2,19,0,0,29.11,1.66,83.62
2021,7,2,20,0,0,28.81,1.77,85.46
2021,7,2,21,0,0,28.53,1.78,87.42
2021,7,2,22,0,0,28.23,1.71,89.57
2021,7,2,23,0,0,27.94,1.57,91.26
2021,7,3,0,0,0,27.72,1.32,92.37
2021,7,3,1,0,0,27.6,1.12,92.62
2021,7,3,2,0,0,27.55,1.13,91.84
2021,7,3,3,0,0,27.44,1.25,91.86
2021,7,3,4,0,0,27.27,1.6,92.67
2021,7,3,5,18.73,11.65,27.22,1.87,93.07
2021,7,3,6,172.2,133.65,27.71,2.43,89.54
2021,7,3,7,390.27,275.12,28.14,2.5,86.56
2021,7,3,8,599.5,407.83,28.73,2.35,82.58
2021,7,3,9,770.35,507.3,29.38,2.21,78.16
2021,7,3,10,884.95,690,30.01,2.18,73.71
2021,7,3,11,926.72,743.38,30.58,2.1,69.67
2021,7,3,12,907.42,738.4,30.95,2.1,66.87
2021,7,3,13,819.28,612.83,31.16,2.06,65.19
2021,7,3,14,672.03,475.27,31.2,2,64.66
2021,7,3,15,478.02,341.15,31.13,2.01,64.93
2021,7,3,16,261.17,190.18,30.85,2.07,67.39
2021,7,3,17,66.1,54.58,30.11,2,74.18
2021,7,3,18,0,0,29.17,2.09,81.18
2021,7,3,19,0,0,28.74,2.38,82.83
2021,7,3,20,0,0,28.36,2.7,84.23
2021,7,3,21,0,0,28.04,3.12,85.25
2021,7,3,22,0,0,27.79,3.58,86.06
2021,7,3,23,0,0,27.55,3.99,87.01
2021,7,4,0,0,0,27.33,4.33,87.92
2021,7,4,1,0,0,27.11,4.26,89.07
2021,7,4,2,0,0,26.85,3.92,90.47
2021,7,4,3,0,0,26.65,3.64,91.17
2021,7,4,4,0,0,26.46,3.35,91.71
2021,7,4,5,18.15,12.2,26.37,3.17,91.67
2021,7,4,6,168.32,86.88,26.73,3.52,87.7
2021,7,4,7,382.67,175.88,27.37,3.38,82.61
2021,7,4,8,589.03,108.35,28.53,3.15,74.96
2021,7,4,9,757.88,97.07,29.66,2.84,68.43
2021,7,4,10,871.33,76.38,30.46,2.45,64.65
2021,7,4,11,917.55,454.75,30.88,2.34,62.8
2021,7,4,12,898.83,587.33,30.98,2.45,62.21
2021,7,4,13,812.72,626.67,31.02,2.56,62.02
2021,7,4,14,666.35,561.65,30.95,2.7,62.41
2021,7,4,15,473.98,447.35,30.75,2.7,63.34
2021,7,4,16,258.48,244.02,30.42,2.35,65.86
2021,7,4,17,65.5,63.72,29.58,1.88,72.86
2021,7,4,18,0,0,28.71,1.79,80.33
2021,7,4,19,0,0,28.36,2.02,81.46
2021,7,4,20,0,0,28,2.31,82.51
2021,7,4,21,0,0,27.64,2.62,83.77
2021,7,4,22,0,0,27.32,3.01,84.81
2021,7,4,23,0,0,26.99,3.49,85.75
2021,7,5,0,0,0,26.64,3.89,86.93
2021,7,5,1,0,0,26.33,4.09,88.16
2021,7,5,2,0,0,26.1,4.33,88.83
2021,7,5,3,0,0,25.87,4.34,89.29
2021,7,5,4,0,0,25.64,4.03,89.93
2021,7,5,5,16.23,14.77,25.59,4.04,89.84
2021,7,5,6,159.02,146.52,26.15,4.49,86.82
2021,7,5,7,376.98,330.48,27.36,4.2,80.47
2021,7,5,8,589.03,541.65,29.62,4.65,68.06
2021,7,5,9,763.97,721.92,31.2,4.11,60.91
2021,7,5,10,882.05,866.53,32.12,2.93,58.05
2021,7,5,11,897,896.45,32.65,1.87,57.64
2021,7,5,12,924.08,922.1,33.07,1.15,54.79
2021,7,5,13,836.45,779.97,33.28,0.57,52.42
2021,7,5,14,688.53,664.75,33.24,0.34,52.67
2021,7,5,15,493.38,466.1,32.85,0.69,55.18
2021,7,5,16,273.1,249.68,32.35,1.3,58.88
2021,7,5,17,70.62,63.5,31.49,1.83,65.65
2021,7,5,18,0,0,30.1,2.5,75.52
2021,7,5,19,0,0,29.39,3.1,77.51
2021,7,5,20,0,0,28.82,3.34,80.48
2021,7,5,21,0,0,28.38,3.57,83.14
2021,7,5,22,0,0,28.04,3.73,85.29
2021,7,5,23,0,0,27.75,3.69,87.26
2021,7,6,0,0,0,27.56,3.73,88.56
2021,7,6,1,0,0,27.42,3.82,89.43
2021,7,6,2,0,0,27.34,3.8,90.05
2021,7,6,3,0,0,27.26,3.69,90.7
2021,7,6,4,0,0,27.16,3.46,91.35
2021,7,6,5,18.4,16.35,27.15,3.38,91.26
2021,7,6,6,175.27,152.75,27.64,4.03,87.92
2021,7,6,7,394.1,317.65,28.29,4.3,82.11
2021,7,6,8,602.85,531.7,29.3,4.22,74.96
2021,7,6,9,772.7,745.97,30.46,3.71,68.7
2021,7,6,10,841.83,837.65,31.47,3.07,63.63
2021,7,6,11,925.9,909.15,32.23,2.42,60.16
2021,7,6,12,820.15,817.75,32.7,2.03,58.32
2021,7,6,13,820.12,793.08,32.88,1.98,57.42
2021,7,6,14,673.65,650.97,32.77,2.35,57.35
2021,7,6,15,480.52,457.08,32.19,3,59.55
2021,7,6,16,263.8,240.12,31.42,3.68,64.39
2021,7,6,17,67.47,60.42,30.24,4.33,72.22
2021,7,6,18,0,0,29.26,5.09,78
2021,7,6,19,0,0,28.75,5.46,82
2021,7,6,20,0,0,28.41,5.35,84.81
2021,7,6,21,0,0,28.17,5.03,86.33
2021,7,6,22,0,0,27.97,4.7,87.33
2021,7,6,23,0,0,27.77,4.38,88.06
2021,7,7,0,0,0,27.6,4.2,88.55
2021,7,7,1,0,0,27.44,4.13,88.94
2021,7,7,2,0,0,27.26,4.06,89.6
2021,7,7,3,0,0,27.09,3.83,90.19
2021,7,7,4,0,0,26.9,3.63,90.86
2021,7,7,5,17.42,15.65,26.88,3.73,90.52
2021,7,7,6,168.32,133.65,27.29,4.33,87.48
2021,7,7,7,383.48,301.1,27.97,4.86,81.71
2021,7,7,8,590.67,497.2,28.79,4.85,75.81
2021,7,7,9,759.72,644.05,29.72,4.38,70.24
2021,7,7,10,873.2,764.83,30.58,3.97,65.73
2021,7,7,11,920.58,788.9,31.33,3.62,62.19
2021,7,7,12,900.62,775.2,31.74,3.27,60.19
2021,7,7,13,813.35,656.7,31.88,3.03,59.5
2021,7,7,14,666.42,539.33,31.72,3.05,60.01
2021,7,7,15,473.48,378.33,31.59,3.19,60.79
2021,7,7,16,257.8,199.68,31.25,3.09,63.32
2021,7,7,17,65.32,55.42,30.38,2.66,71.91
2021,7,7,18,0,0,29.53,2.53,78.1
2021,7,7,19,0,0,29.26,2.51,80.14
2021,7,7,20,0,0,28.96,2.57,82.29
2021,7,7,21,0,0,28.67,2.62,84.37
2021,7,7,22,0,0,28.39,2.69,86.03
2021,7,7,23,0,0,28.13,2.87,87.08
2021,7,8,0,0,0,27.9,3.29,87.11
2021,7,8,1,0,0,27.62,4.07,86.45
2021,7,8,2,0,0,27.27,4.32,86.47
2021,7,8,3,0,0,26.95,4.08,87.04
2021,7,8,4,0,0,26.74,3.91,86.88
2021,7,8,5,14.85,13.25,26.69,3.84,85.91
2021,7,8,6,141.68,136.6,27.17,4.28,81.78
2021,7,8,7,344.58,315.17,27.82,4.01,77.93
2021,7,8,8,551.42,487.7,28.96,3.79,71.67
2021,7,8,9,727.85,721.38,30.04,3.76,66.12
2021,7,8,10,846.22,815.92,30.8,3.92,62.62
2021,7,8,11,932.92,891.9,31.38,3.99,60.75
2021,7,8,12,913.28,858.83,31.59,3.91,60.81
2021,7,8,13,826.05,736.2,31.43,3.79,62.15
2021,7,8,14,677.47,581.55,31.05,3.28,64.72
2021,7,8,15,482.4,381.2,30.7,2.7,67.24
2021,7,8,16,263.4,196.3,30.2,2.5,69.89
2021,7,8,17,66.78,52.15,29.26,2.4,76.8
2021,7,8,18,0,0,28.25,2.6,82.94
2021,7,8,19,0,0,27.79,2.73,83.85
2021,7,8,20,0,0,27.46,2.64,84.92
2021,7,8,21,0,0,27.22,2.56,85.48
2021,7,8,22,0,0,26.99,2.61,85.92
2021,7,8,23,0,0,26.78,2.74,86.73
2021,7,9,0,0,0,26.6,2.94,87.74
2021,7,9,1,0,0,26.45,3.19,89.14
2021,7,9,2,0,0,26.37,3.34,90.71
2021,7,9,3,0,0,26.3,3.32,92.25
2021,7,9,4,0,0,26.22,3.18,93.09
2021,7,9,5,16.4,8.73,26.17,2.97,93.41
2021,7,9,6,160.75,90.4,26.59,3.43,90.48
2021,7,9,7,373.92,210.6,26.91,3.73,87.84
2021,7,9,8,581.9,345.62,27.75,4.03,82.91
2021,7,9,9,753.5,463.98,29.12,4.27,75.05
2021,7,9,10,870.17,546.88,30.31,3.91,68.99
2021,7,9,11,934.42,584.95,31.01,3.39,65.87
2021,7,9,12,915.28,557.85,31.45,2.84,64.08
2021,7,9,13,827.28,594.42,31.67,2.34,64.14
2021,7,9,14,679.05,469.38,31.73,2.28,64.53
2021,7,9,15,482.33,363.8,31.64,2.58,65.15
2021,7,9,16,262.5,186.15,31.29,2.86,67.7
2021,7,9,17,66.22,42.85,30.16,2.73,75.39
2021,7,9,18,0,0,29.17,3.4,79.49
2021,7,9,19,0,0,28.74,4.14,81.3
2021,7,9,20,0,0,28.39,4.68,83.91
2021,7,9,21,0,0,28.07,5.12,86.34
2021,7,9,22,0,0,27.76,5.41,88.03
2021,7,9,23,0,0,27.37,5.41,89.2
2021,7,10,0,0,0,26.91,5.04,90.53
2021,7,10,1,0,0,26.57,4.78,91.39
2021,7,10,2,0,0,26.33,4.69,91.25
2021,7,10,3,0,0,26.06,4.43,91.39
2021,7,10,4,0,0,25.81,4.06,91.36
2021,7,10,5,16.12,8.65,25.68,3.58,90.74
2021,7,10,6,160.2,99.7,26.13,3.6,87.12
2021,7,10,7,375.1,250.8,26.7,3.6,82.82
2021,7,10,8,584.8,414.33,27.44,4.09,76.98
2021,7,10,9,756.75,568.6,28.04,4.38,72.59
2021,7,10,10,873.8,633.9,28.63,4.53,69.23
2021,7,10,11,922.78,614.03,29.26,4.73,66.08
2021,7,10,12,904,545.03,29.91,4.84,63
2021,7,10,13,816.53,492.58,30.51,4.68,60.25
2021,7,10,14,666.8,422.77,30.78,4.27,58.85
2021,7,10,15,470.92,286.42,30.65,3.58,59.43
2021,7,10,16,253.45,132.12,30.03,2.92,63.82
2021,7,10,17,63.88,27.85,28.97,2.43,73.18
2021,7,10,18,0,0,28.1,2.39,79.04
2021,7,10,19,0,0,27.79,2.51,80.92
2021,7,10,20,0,0,27.5,2.84,82.63
2021,7,10,21,0,0,27.21,3.4,84.19
2021,7,10,22,0,0,26.89,4.15,85.5
2021,7,10,23,0,0,26.55,5.03,86.09
2021,7,11,0,0,0,26.1,5.23,86.76
2021,7,11,1,0,0,25.61,4.98,86.75
2021,7,11,2,0,0,25.17,4.65,85.96
2021,7,11,3,0,0,24.83,4.48,85.49
2021,7,11,4,0,0,24.52,4.49,85.33
2021,7,11,5,16.25,6.45,24.45,4.66,84.55
2021,7,11,6,158.25,55.5,25.31,5.19,79.56
2021,7,11,7,368.95,110.47,26.73,5.52,72.06
2021,7,11,8,574.58,257.8,28.13,5.9,66
2021,7,11,9,740.6,387.1,29.29,5.89,62.12
2021,7,11,10,850.25,413.05,30.21,5.64,59.59
2021,7,11,11,897.17,560.22,30.72,5.06,58.63
2021,7,11,12,877.15,536.38,30.77,4.39,59.15
2021,7,11,13,788.38,456.98,30.51,3.82,60.84
2021,7,11,14,640.2,195.15,30.38,3.32,62.1
2021,7,11,15,447.45,110,30.03,2.93,64.63
2021,7,11,16,235.27,87.15,29.31,2.84,69.93
2021,7,11,17,59.75,26.05,28.36,2.89,77.01
2021,7,11,18,0,0,27.55,2.98,83.17
2021,7,11,19,0,0,27.13,3.34,85.56
2021,7,11,20,0,0,26.83,3.56,87.62
2021,7,11,21,0,0,26.59,3.75,89.21
2021,7,11,22,0,0,26.42,4.1,89.79
2021,7,11,23,0,0,26.24,4.51,89.1
2021,7,12,0,0,0,25.95,4.9,86.57
2021,7,12,1,0,0,25.58,5.08,84.76
2021,7,12,2,0,0,25.2,4.95,84.67
2021,7,12,3,0,0,24.9,4.87,85.32
2021,7,12,4,0,0,24.71,4.89,86.21
2021,7,12,5,16.23,12.23,24.7,5.04,86.56
2021,7,12,6,161.35,89.03,25.11,5.34,85.01
2021,7,12,7,377.25,207.52,25.72,5.41,82.48
2021,7,12,8,587.58,279.27,26.52,5.79,78.29
2021,7,12,9,759.88,375.1,27.47,6.24,74.12
2021,7,12,10,875.75,440.95,28.54,6.66,69.64
2021,7,12,11,924.92,413.83,29.59,6.64,64.96
2021,7,12,12,902.72,419.77,30.44,6.43,60.84
2021,7,12,13,813.72,380.95,30.85,6.2,58.47
2021,7,12,14,662.78,289.92,30.92,5.8,57.92
2021,7,12,15,464.2,203.7,30.69,5.03,59.42
2021,7,12,16,245.77,107.15,30.11,3.77,64.37
2021,7,12,17,62.78,28.25,29.11,2.84,72.17
2021,7,12,18,0,0,28.28,2.82,74.87
2021,7,12,19,0,0,27.92,2.86,75.26
2021,7,12,20,0,0,27.53,3.03,75.84
2021,7,12,21,0,0,27.09,3.33,76.57
2021,7,12,22,0,0,26.66,3.62,77.38
2021,7,12,23,0,0,26.26,3.81,78.6
2021,7,13,0,0,0,25.94,3.87,79.94
2021,7,13,1,0,0,25.61,4.06,81.59
2021,7,13,2,0,0,25.37,4.53,82.79
2021,7,13,3,0,0,25.14,4.76,84.71
2021,7,13,4,0,0,24.91,4.51,87.07
2021,7,13,5,16.2,11.07,24.98,4.47,87.86
2021,7,13,6,168.85,81.8,25.78,4.91,84.29
2021,7,13,7,393.92,197.07,26.94,5.22,78.67
2021,7,13,8,608.17,310.7,28.2,5.53,72.25
2021,7,13,9,781.42,433.65,29.26,5.47,66.48
2021,7,13,10,897.72,529.72,30.18,5.19,61.62
2021,7,13,11,948,484.2,31.11,4.56,57.37
2021,7,13,12,930.42,438.23,32.12,3.73,53.78
2021,7,13,13,844.67,424.17,32.97,3.18,52.4
2021,7,13,14,698.6,266.5,33,2.92,53.82
2021,7,13,15,504.33,135.12,32.5,2.67,57.02
2021,7,13,16,282.8,80.75,31.54,2.54,62.73
2021,7,13,17,75.57,20.4,30.13,2.56,72.18
2021,7,13,18,0,0,28.94,2.72,79.71
2021,7,13,19,0,0,28.23,3,82.59
2021,7,13,20,0,0,27.57,3.34,85.38
2021,7,13,21,0,0,27,3.45,88.1
2021,7,13,22,0,0,26.61,3.19,89.92
2021,7,13,23,0,0,26.45,3,90.82
2021,7,14,0,0,0,26.29,2.79,90.75
2021,7,14,1,0,0,26.15,2.46,90.33
2021,7,14,2,0,0,26,2.3,89.9
2021,7,14,3,0,0,25.85,2.43,89.72
2021,7,14,4,0,0,25.74,2.83,89.63
2021,7,14,5,16.4,8.3,25.71,3.34,89.23
2021,7,14,6,173.1,75.07,26.09,4.02,86.7
2021,7,14,7,396,222.05,26.66,3.89,83.3
2021,7,14,8,608,375.92,27.7,3.83,77.3
2021,7,14,9,779.65,500.55,28.95,4.12,71.01
2021,7,14,10,895.4,619.35,30.28,4.36,64.83
2021,7,14,11,937.65,555.5,31.33,4.41,59.91
2021,7,14,12,918.67,366.02,31.86,4.15,57.42
2021,7,14,13,831.83,423,31.77,3.52,58.58
2021,7,14,14,684.17,368.58,31.29,2.88,61.8
2021,7,14,15,490.1,206.25,30.62,2.58,65
2021,7,14,16,270.15,111.57,29.8,2.65,68.9
2021,7,14,17,69.45,26.7,28.77,2.44,76.62
2021,7,14,18,0,0,27.95,2.27,83.15
2021,7,14,19,0,0,27.61,2.36,84.77
2021,7,14,20,0,0,27.34,2.41,86.03
2021,7,14,21,0,0,27.04,2.43,87.49
2021,7,14,22,0,0,26.76,2.51,88.76
2021,7,14,23,0,0,26.5,2.71,89.95
2021,7,15,0,0,0,26.22,2.82,91.26
2021,7,15,1,0,0,25.96,2.72,92.58
2021,7,15,2,0,0,25.78,2.72,92.8
2021,7,15,3,0,0,25.71,2.91,91.06
2021,7,15,4,0,0,25.6,3.03,89.81
2021,7,15,5,16.45,8.82,25.53,3.32,89.46
2021,7,15,6,171.62,106.65,26.09,4.2,86.45
2021,7,15,7,392.6,243.45,27.1,4.56,81.07
2021,7,15,8,605.08,384.15,28.52,4.9,73.34
2021,7,15,9,778.92,509.65,29.8,4.97,67.04
2021,7,15,10,896.72,575.78,30.85,4.96,62.13
2021,7,15,11,958.2,739.28,31.75,4.97,57.91
2021,7,15,12,939.65,804,32.36,4.94,55.44
2021,7,15,13,853.22,690.95,32.59,4.93,54.56
2021,7,15,14,706.47,562.53,32.47,4.91,55.29
2021,7,15,15,511.48,417.55,31.93,4.73,58.39
2021,7,15,16,287.77,215.48,31.18,4.32,63.58
2021,7,15,17,76.47,51.3,29.93,3.72,72.35
2021,7,15,18,0,0,28.59,3.7,80.04
2021,7,15,19,0,0,28.08,3.97,83.22
2021,7,15,20,0,0,27.69,4.18,85.29
2021,7,15,21,0,0,27.46,4.34,86.33
2021,7,15,22,0,0,27.25,4.39,87.14
2021,7,15,23,0,0,27.08,4.25,87.72
2021,7,16,0,0,0,26.86,3.97,88.56
2021,7,16,1,0,0,26.64,3.68,89.28
2021,7,16,2,0,0,26.42,3.51,89.89
2021,7,16,3,0,0,26.24,3.43,90.31
2021,7,16,4,0,0,26.13,3.41,90.48
2021,7,16,5,14.85,11.45,26.16,3.6,90.06
2021,7,16,6,159.7,84.12,26.76,4.49,86.59
2021,7,16,7,379.98,177.95,27.72,4.99,80.24
2021,7,16,8,594.8,295.58,28.98,5.49,71.8
2021,7,16,9,767.97,399.83,29.94,5.28,67.14
2021,7,16,10,886.78,447.83,30.72,4.82,63.81
2021,7,16,11,943.55,502.62,31.38,4.41,61
2021,7,16,12,922.72,477.17,31.96,4.07,58.76
2021,7,16,13,835.42,593.12,32.34,3.68,57.6
2021,7,16,14,686.42,491.42,32.4,3.44,57.58
2021,7,16,15,491.48,313.98,32.12,3.34,58.8
2021,7,16,16,271.35,163.05,31.52,3.25,62.61
2021,7,16,17,69.3,34.25,30.25,3.26,71.62
2021,7,16,18,0,0,29.02,3.66,78.85
2021,7,16,19,0,0,28.48,3.85,81.77
2021,7,16,20,0,0,28.06,3.78,83.98
2021,7,16,21,0,0,27.71,3.59,85.74
2021,7,16,22,0,0,27.38,3.5,87.19
2021,7,16,23,0,0,27.05,3.53,88.72
2021,7,17,0,0,0,26.71,3.65,90.24
2021,7,17,1,0,0,26.32,3.86,91.83
2021,7,17,2,0,0,26.03,4.01,92.31
2021,7,17,3,0,0,25.81,3.9,92.82
2021,7,17,4,0,0,25.67,3.57,93.15
2021,7,17,5,14.68,10.57,25.67,3.2,92.75
2021,7,17,6,162.93,117.53,26.14,3.46,89.43
2021,7,17,7,387.05,261.98,26.66,3.64,86.24
2021,7,17,8,601.47,420.38,27.57,3.99,80.29
2021,7,17,9,775.6,591.12,28.47,4.23,75.42
2021,7,17,10,893.67,712.22,29.25,4.19,71.79
2021,7,17,11,944.28,721,29.71,3.94,69.89
2021,7,17,12,925.42,787.03,29.88,3.54,69.11
2021,7,17,13,837.62,571.4,29.91,2.9,69.27
2021,7,17,14,688,436.05,29.77,2.14,70.04
2021,7,17,15,488.67,313.52,29.48,1.63,71.63
2021,7,17,16,263.35,165.1,29.07,1.64,75.11
2021,7,17,17,64.95,38.5,28.42,1.98,79.9
2021,7,17,18,0,0,27.74,2.28,85.32
2021,7,17,19,0,0,27.39,2.82,86.92
2021,7,17,20,0,0,27.1,3.41,88.09
2021,7,17,21,0,0,26.85,3.87,89.32
2021,7,17,22,0,0,26.63,4.1,90.42
2021,7,17,23,0,0,26.41,4.18,91.5
2021,7,18,0,0,0,26.23,4.18,92.27
2021,7,18,1,0,0,26.07,4.18,92.76
2021,7,18,2,0,0,25.92,4.21,92.98
2021,7,18,3,0,0,25.75,4,93.28
2021,7,18,4,0,0,25.61,3.73,93.21
2021,7,18,5,14.52,8.55,25.59,3.72,92.97
2021,7,18,6,157.82,106.55,25.95,4.31,91.54
2021,7,18,7,374.38,217.35,26.42,4.54,89.71
2021,7,18,8,587.67,336.92,27.01,4.65,87.47
2021,7,18,9,762.08,465.08,27.74,4.89,83.8
2021,7,18,10,880.05,558.33,28.41,5.11,80.63
2021,7,18,11,952.22,606.72,29.05,5.32,77.64
2021,7,18,12,932.28,689.95,29.5,5.57,75.59
2021,7,18,13,844.7,692.45,29.76,5.78,74.45
2021,7,18,14,696.75,548.97,29.8,5.7,74.66
2021,7,18,15,499.62,400.38,29.57,5.38,76.94
2021,7,18,16,282.65,217.35,29.05,4.97,80.93
2021,7,18,17,73.47,50.1,28.27,4.42,85.86
2021,7,18,18,0,0,27.62,4.22,88.4
2021,7,18,19,0,0,27.37,4.23,88.84
2021,7,18,20,0,0,27.05,4.05,89.75
2021,7,18,21,0,0,26.66,3.63,91.12
2021,7,18,22,0,0,26.27,3.03,92.32
2021,7,18,23,0,0,25.94,2.52,93.02
2021,7,19,0,0,0,25.64,2.37,93.42
2021,7,19,1,0,0,25.36,2.46,93.25
2021,7,19,2,0,0,25.09,2.7,92.74
2021,7,19,3,0,0,24.82,3.27,92.67
2021,7,19,4,0,0,24.72,4.21,92.43
2021,7,19,5,14.93,9.9,24.78,5.22,91.79
2021,7,19,6,164.98,131.07,25.44,6.28,88.78
2021,7,19,7,383.65,320.92,26.64,6.62,83.14
2021,7,19,8,595.25,523.42,28.19,6.5,75.78
2021,7,19,9,769.65,695.15,29.86,5.83,68.61
2021,7,19,10,887.95,816.72,31.43,5.35,61.39
2021,7,19,11,906.53,891.12,32.67,5.05,56.27
2021,7,19,12,946.95,812.33,33.49,4.75,53.71
2021,7,19,13,862.38,765.58,33.98,4.54,52.07
2021,7,19,14,716.22,528,34.16,4.55,51.52
2021,7,19,15,521.55,322.9,33.86,4.48,53.36
2021,7,19,16,297.38,187.27,32.87,3.87,59.96
2021,7,19,17,80.1,48.12,31.07,3.32,72.27
2021,7,19,18,0,0,29.71,3.65,77.86
2021,7,19,19,0,0,29.14,4.13,79.84
2021,7,19,20,0,0,28.48,4.4,82.1
2021,7,19,21,0,0,27.82,4.7,84.26
2021,7,19,22,0,0,27.07,4.75,86.73
2021,7,19,23,0,0,26.44,4.71,88.66
2021,7,20,0,0,0,25.93,4.5,90.4
2021,7,20,1,0,0,25.57,4.59,91.98
2021,7,20,2,0,0,25.31,4.77,93.1
2021,7,20,3,0,0,25.09,4.8,93.96
2021,7,20,4,0,0,24.91,4.98,94.31
2021,7,20,5,14.7,8.75,24.79,4.91,94.19
2021,7,20,6,164.95,124.25,25.3,5.14,91.36
2021,7,20,7,385.17,280.52,26.49,5.64,84.8
2021,7,20,8,596.65,452.73,28.13,6.79,75.74
2021,7,20,9,769.1,600.25,29.5,7.18,68.42
2021,7,20,10,884.62,726.3,30.64,7.11,62.97
2021,7,20,11,946.4,710.45,31.73,6.82,58.58
2021,7,20,12,917.2,632,32.59,6.19,56.13
2021,7,20,13,812.08,608.47,33.14,5.44,55.43
2021,7,20,14,638.53,367.05,33.41,5.04,55.7
2021,7,20,15,434.42,292.55,33.2,4.56,58.57
2021,7,20,16,223,140.82,32.29,3.71,65.2
2021,7,20,17,53.85,36.58,30.79,2.95,76.06
2021,7,20,18,0,0,29.66,3.14,80.21
2021,7,20,19,0,0,29.19,3.72,80.5
2021,7,20,20,0,0,28.67,4.34,81
2021,7,20,21,0,0,28.13,4.75,81.87
2021,7,20,22,0,0,27.6,4.81,83.15
2021,7,20,23,0,0,27.09,4.82,84.59
2021,7,21,0,0,0,26.59,4.63,86.4
2021,7,21,1,0,0,26.14,4.59,88.09
2021,7,21,2,0,0,25.8,4.85,88.95
2021,7,21,3,0,0,25.49,4.99,89.7
2021,7,21,4,0,0,25.24,5.19,90.03
2021,7,21,5,13.68,5.68,25.08,5.23,89.94
2021,7,21,6,152.88,90.57,25.62,5.88,86.36
2021,7,21,7,367.45,195.95,26.69,6.44,80.58
2021,7,21,8,578.45,304,28.18,7.32,73.03
2021,7,21,9,752.42,415.5,29.69,7.55,66.53
2021,7,21,10,870.5,484.62,31.2,7.5,60.92
2021,7,21,11,920.4,460.98,32.38,7.04,57.28
2021,7,21,12,901.58,383.88,32.97,6.41,55.93
2021,7,21,13,812.12,323.62,32.9,5.83,56.64
2021,7,21,14,660.45,292.67,32.5,5.15,59.42
2021,7,21,15,463.45,192.27,31.93,4.29,64.15
2021,7,21,16,246.57,80.45,31.2,3.52,69.89
2021,7,21,17,60.35,14.62,30.09,2.86,78.5
2021,7,21,18,0,0,29.16,2.81,82.09
2021,7,21,19,0,0,28.77,2.94,82.57
2021,7,21,20,0,0,28.34,3.31,82.63
2021,7,21,21,0,0,27.91,3.82,82.95
2021,7,21,22,0,0,27.47,4.54,83.32
2021,7,21,23,0,0,27.01,5.16,83.82
2021,7,22,0,0,0,26.46,5.28,85.42
2021,7,22,1,0,0,26.01,5.52,86.72
2021,7,22,2,0,0,25.67,5.54,87.92
2021,7,22,3,0,0,25.42,5.67,88.92
2021,7,22,4,0,0,25.18,6,89.9
2021,7,22,5,12.75,5.93,25.08,6.35,90.11
2021,7,22,6,141.62,50.45,25.81,7.1,86.39
2021,7,22,7,349.75,120.82,27.34,8.15,78.38
2021,7,22,8,559.72,242.43,28.89,8.78,71.29
2021,7,22,9,737.12,321.42,29.74,8.27,67.73
2021,7,22,10,856,281.77,30.07,7.78,66.55
2021,7,22,11,906.05,212.38,30.22,7.68,66.11
2021,7,22,12,883.35,273.5,30.4,7.6,65.52
2021,7,22,13,788.28,231.6,30.46,7.4,65.58
2021,7,22,14,630.53,158.02,30.21,7.29,67.26
2021,7,22,15,428.7,88.47,29.69,6.82,70.64
2021,7,22,16,216.38,56.95,28.83,5.94,76.02
2021,7,22,17,51.5,17.2,27.82,5.48,81.2
2021,7,22,18,0,0,27.12,5.51,83.99
2021,7,22,19,0,0,26.8,5.47,85.09
2021,7,22,20,0,0,26.53,5.27,86.14
2021,7,22,21,0,0,26.25,5.19,87.28
2021,7,22,22,0,0,25.99,5.17,88.11
2021,7,22,23,0,0,25.72,5.26,88.77
2021,7,23,0,0,0,25.49,5.31,88.83
2021,7,23,1,0,0,25.31,5.35,88.42
2021,7,23,2,0,0,25.23,5.43,87.39
2021,7,23,3,0,0,25.15,5.35,87.31
2021,7,23,4,0,0,25.06,5.07,87.9
2021,7,23,5,11.57,9,25.06,4.89,88.31
2021,7,23,6,124.6,109.12,25.6,5.32,86.22
